101000,101000,1,1,2,0,Guardian's Sword,1,1,0,1,3,40,3,No Effect,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_sword_001_r_a,,,,,,過去の栄光と、現在の平和。
101001,101001,13,1,2,0,Young General's Sword,1,1,1000,3,4,40,3,,,Clone Sortie,,6,Deploy 1 [Warrior Clone B] to a random lane,0,,0,,0,0,0,0,0,0,0,0,0,0,907,201001,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_sword_004_r_a,,,,,,若き心と新品の武器。<br>そのふたつが若者を<br>新たな戦士にする。
101002,101002,1,0,2,0,Double-headed Steel Spear,1,1,0,1,4,40,3,,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,101,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_twinblade_001_r_a,,,,,,鋼を手に入れて、最初に作ったのは<br>刃だった。
101003,101003,13,1,2,0,Rusted Sword,1,1,1000,3,4,40,3,,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,101,11,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_sword_002_r_a,,,,,,その錆こそが<br>剣が多くを守った証。
101004,101004,11,0,2,0,Fierce Spear Tauro,1,1,1000,3,5,40,3,,,Grant Ability,,6,CLIMAX<br>give [Exaltation III] to yourself,0,,0,,0,0,0,0,0,0,0,0,0,0,101,1,3,0,0,1,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_spear_001_r_a,,,,,,槍一つで、その兵士は<br>将軍まで上り詰めた。<br>―第一次北方戦記―
101005,101005,12,0,2,0,Rough Double-horn Sword,1,1,1000,2,5,50,3,,,Inflicts abnormal status,,6,Give [Flame I] to one enemy on the same lane who is sortieing.,0,,0,,0,0,0,0,0,0,0,0,0,0,217,1,1,0,0,7,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_twinblade_002_r_a,,,,,,数多の刃の中でも<br>荒くれ者にこそ相応しい。
101006,101006,1,0,2,0,Chief's Ceremonial Sword,1,1,1000,2,5,40,3,,,Strengthen attack power,,6,Attack power +20 to 1 random ally during sortie excluding yourself,0,,0,,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0,4,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_sword_005_r_a,,,,,,荒々しくも美しい刀身は、矜持の証。
101007,101007,1,0,2,0,Roaring Battle Ax,1,1,1000,4,5,50,3,,,,,9,Attack power +30 to self,0,,0,,0,0,0,0,0,0,0,0,0,0,100,30,0,0,0,1,2,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_ax_003_r_a,,,,,,刃が欠けても戦い続ける戦士の姿は<br>多くの仲間を奮い立たせた。<br>―第二次北方戦記―
101008,101008,1,1,2,0,Colossus Sword,1,1,0,1,4,50,3,No Effect,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_sword_003_r_a,,,,,,誰だ！<br>あの剣を持っていったヤツは！
101009,101009,1,0,2,0,Double-horned Spear Rampage,1,1,1000,3,6,60,3,,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,101,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_twinblade_003_r_a,,,,,,我が身を傷つけることを怖れるな。
101010,101010,1,1,2,0,Greatsword of Confidence,1,1,0,1,5,60,3,No Effect,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_sword_006_r_a,,,,,,重い刃を振り回せることが、<br>一人前の証。
101011,101011,11,0,2,0,Dragonbone Spear of Inspiration,1,1,1000,4,5,50,3,,,Strengthen attack power,,6,Attack power +20 to two random allies with attack power of 40 or less during sortie.,0,,0,,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0,3,2,4,40,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_spear_003_r_a,,,,,,骨となってもなお<br>竜の力があふれ出している。
101012,101012,13,0,2,0,Sacred Treasure:<br>Twin Horns of Zeus,1,1,1000,5,6,120,4,,,,,9,Attack power -60 to self,0,,0,,0,0,0,0,0,0,0,0,0,0,903,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,11,3,0,0,1,0,0,0,0,0,1,0,0,2,0,207,-60,0,0,0,1,0,0,0,0,0,5,0,0,2,0,217,5,1,0,0,1,0,0,0,0,0,1,0,0,2,0,ch_r_a_g_004,we_r_g_twinblade_001_r_a,,,,,,燃え上がる双角。<br>憤怒と畏怖の象徴。
101013,101013,1,0,2,0,Bone Crusher,1,1,0,1,6,70,3,No Effect,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_sword_007_r_a,,,,,,剣は斬るものだって？　冗談だろ！
101014,101014,1,0,2,0,Steel Greataxe,1,1,1000,2,5,50,3,,,Strengthen attack power,,6,Attack power +20 when there are no enemies on the same lane,0,,0,,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0,1,2,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_ax_002_r_a,,,,,,巨大な武器を見ただけで<br>そいつの実力が分かった。<br>―ある剣闘士の物語―
101015,101015,12,0,2,0,Sacred Treasure:<br>Zeus' Flame Ax,1,1,1000,5,4,50,3,,,Inflicts abnormal status,,6,Gives [Burning II] to all enemies during sortie.,0,,0,,0,0,0,0,0,0,0,0,0,0,903,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,2,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ch_r_a_g_004,we_r_g_ax_001_r_a,,,,,,神の怒りは炎。<br>消えない憤怒の火焔。
101016,101016,1,0,2,0,Sacred Treasure:<br>Zeus' Battle Ax,1,1,1000,5,5,60,3,,,Grant ability,,6,Gives [Exaltation III] to all allies during sortie<br>attack power +10,0,,0,,0,0,0,0,0,0,0,0,0,0,903,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,3,0,0,3,2,0,0,0,0,1,0,0,2,0,100,10,0,0,0,3,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ch_r_a_g_004,we_r_g_halberd_001_r_a,,,,,,敵には怖れを、味方には畏れを。
101017,101017,11,1,2,0,Gleaming Spear Gae Bolg,1,1,1000,3,7,60,3,,,,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,101,1,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_spear_002_r_a,,,,,,光を結晶化したその刃は<br>神の遺物か異界からの贈物か。
101018,101100,1,1,2,0,Weapon Oil,1,3,0,1,3,0,0,+20 Attack Power to one Ally,,Strengthen attack power,,0,,0,,0,,1,0,+20,1,0,0,0,0,0,0,100,20,0,0,0,3,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,戦士は、武器の扱いの前に<br>手入れの仕方を学ぶ。
101019,101101,11,0,2,0,Rite of Passage,1,3,1000,2,2,0,0,Attack power +20 to one ally<br>with attack power 40 or less,,Strengthen attack power,,0,,0,,0,,1,0,+20,1,0,0,0,0,0,0,100,20,0,0,0,3,2,4,40,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,長き旅こそが<br>成長を測る試練となる。
101020,101102,1,0,2,0,Corrosive Oil,1,3,1000,3,4,0,0,Gives [Exaltation I] to one ally<br>attack power +20,,Grant ability,,0,,0,,0,,16,0,0,1,0,1,0,+20,1,0,101,1,1,0,0,3,2,0,0,0,0,3,0,0,2,0,100,20,0,0,0,3,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,塗った刃は腐食しちまうが……<br>効果は絶大さ。
101021,101103,13,1,2,0,Rousing Toast,1,3,1000,3,3,0,0,Gives [Strong Attack I] to one ally<br>attack power +10,,Grant ability,,0,,0,,0,,16,0,0,1,0,1,0,+10,1,0,100,10,0,0,0,3,2,0,0,0,0,3,0,0,2,0,101,11,1,0,0,3,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,勇敢さを讃え<br>損失を嘆き<br>杯を捧げよ。
101022,101104,1,1,2,0,Dragon's Tears,1,3,0,1,2,0,0,Give [Exaltation I] to one ally,,Grant ability,,0,,0,,0,,16,0,0,1,0,0,0,0,0,0,101,1,1,0,0,3,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,出土した竜の骨と複数の植物から<br>作られる傑作オイル。
101023,101200,1,1,2,0,Friendly Rivalry,1,2,0,1,4,0,3,Attack power +20 to all allies during sortie,,Strengthen attack power,,0,,0,,0,,1,0,+20,1,0,0,0,0,0,0,100,20,0,0,0,3,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,筋力の鍛錬は一日も欠かさない。<br>負けないために、生き残るために。<br>―ある剣闘士の物語―
101024,101201,11,0,2,0,Battle cry,1,2,1000,2,2,0,6,Attack power +20 to all allies<br>whose attack power is 40 or less during sortie,,Strengthen attack power,,0,,0,,0,,1,0,+20,1,0,0,0,0,0,0,100,20,0,0,0,3,2,4,40,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,槍や斧、矢の雨よりも先に届く武器。<br>それが声。
101025,101202,1,0,2,0,Funeral Echo,1,2,1000,2,3,0,3,[Exaltation III] is given to two random allies during sortie.,,Grant ability,,0,,0,,0,,16,0,0,1,0,0,0,0,0,0,101,1,3,0,0,3,2,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,偉大な戦士の死を悼み、角笛が響く。
101026,101203,13,1,2,0,Fighting Spirit,1,2,1000,3,4,0,3,Deploy 2 [Warrior Clone A] to random lanes,,Clone sortie,,0,,0,,0,,38,0,0,1,0,0,0,0,0,0,907,201000,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,呼び起こせ。<br>戦士の魂を。
101027,101204,1,0,2,0,Focused Breakthrough,1,2,1000,3,5,0,3,Give [Exaltation II] to one random ally during sortie<br>attack power +30,,Grant ability,,0,,0,,0,,16,0,0,1,0,1,0,+30,1,0,101,1,2,0,0,3,2,0,0,1,1,2,0,0,2,0,100,30,0,0,0,3,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,俺に続け！<br>ここを突破する！<br>―第二次北方戦記―
101028,101205,1,0,2,0,Ritual of Departure,1,2,1000,2,6,0,9,Attack power +40 to all allies during sortie,,Strengthen attack power,,0,,0,,0,,1,0,+40,1,0,0,0,0,0,0,100,40,0,0,0,3,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,受け継いだ戦士の血と、<br>偉大な祖先たちに勝利を誓う儀礼。
101029,101206,1,0,2,0,Prepared for Death,1,2,0,1,2,0,3,Give [Exaltation I] to all allies during sortie,,Grant ability,,0,,0,,0,,16,0,0,1,0,0,0,0,0,0,101,1,1,0,0,3,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,我に続け！<br>ここが我らの死に場所だ！<br>―第一次北方戦記―
101030,101018,12,0,2,0,Hero's Banner,1,1,1000,4,7,40,3,,,Strengthen attack power,,6,Attack power +20 to all allies during sortie,0,,0,,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0,3,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,we_r_h_spear_005_r_a,,,,,,英雄とは<br>先頭に立つ者のこと。
